,Argument,p_total,p_value_overall,z_stat_overall,success_count,unsuccess_count,success_reports,unsuccess_reports,p_value_reports,z_stat_reports,success_opinion_score,unsuccess_opinion_score
176,Processes,0.9854249938207988,0.8973309845047788,0.12903369806870435,47.0,36.0,33.0,23.0,0.6502779995192318,0.4533760218992054,0.7446999999999999,0.8056
177,Product Characteristics,0.012015547631560295,0.00869531189383,2.623806698757773,57.0,24.0,33.0,16.0,0.10688249188872613,1.6123652048338046,0.8421,0.8333999999999999
178,Product Performance,0.02022196463167641,0.014642667903645608,-2.4410983130329105,30.0,42.0,25.0,27.0,0.25374695220215315,-1.1412955527554636,0.49999999999999994,0.7381
179,Product Strategy,0.6007065591588172,0.5272502159370837,0.6322091548646696,51.0,35.0,36.0,28.0,0.9581370160898768,0.052491565170211175,0.549,0.7429
180,Production,0.5721692035773943,0.5005121533864236,-0.6736841302246008,45.0,41.0,23.0,23.0,0.4177818565365622,-0.8102754941043381,-0.06669999999999998,0.3659
181,Profitability,0.2818688155787143,0.2347349316204138,-1.1882499962220232,40.0,41.0,29.0,34.0,0.11318854141019552,-1.5840227529739939,0.5,0.2683
182,Programming Expenses,0.3783542951428074,0.11113978039462513,-1.593090989600721,0.0,2.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,-1.0
183,Provision Expense,0.3783542951428074,0.11113978039462513,-1.593090989600721,0.0,2.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,-1.0
184,Quality,1.0,0.7078251547775698,0.37477856792932696,2.0,1.0,2.0,1.0,0.7078251547775698,0.37477856792932696,0.0,1.0
185,Quality Management,0.03857991776089753,0.01176616520126451,-2.5190808018012687,0.0,5.0,0.0,3.0,0.0510359691615072,-1.9511772088999588,0.0,1.0
186,R&D,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,-1.0
187,Real Estate,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,1.0
188,Refranchising,0.1696223916638892,0.11223074253813538,1.5882459136333809,16.0,6.0,8.0,3.0,0.261539219880605,1.1227605131036422,0.875,0.5
189,Regulations,1.0,0.9634782604618486,0.04578920812086263,190.0,149.0,91.0,81.0,0.42341783135015887,-0.8005057536157628,-0.6053000000000001,-0.5101
190,Research and Development,0.0146425801105325,0.01250139543295549,-2.4976658988040783,158.0,164.0,59.0,59.0,0.19359007077114088,-1.3000317987830041,0.7404999999999999,0.7622
191,Reserve Build,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,0.0
192,Reserve Release,1.0,0.3746584784795426,0.887781161064176,1.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,1.0,0.0
193,Restructuring,0.2274102110878698,0.11233888715866251,1.587767658890676,6.0,1.0,4.0,1.0,0.2781658971561025,1.084448708398024,0.3334,1.0
194,Retail Initiatives,1.0,0.3746584784795426,0.887781161064176,1.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,0.0,0.0
195,Retail Landscape,1.0,0.3746584784795426,0.887781161064176,1.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,-1.0,0.0
196,Return On Equity,0.9925469845883601,0.9188136599003118,-0.10192820789376,66.0,53.0,48.0,32.0,0.46197354400222734,0.7356010161557708,0.4848,0.4151
197,Return On Investment,0.586865340150498,0.2092818817519836,1.255542522548765,2.0,0.0,2.0,0.0,0.2092818817519836,1.255542522548765,0.0,0.0
198,Revenue,0.3999873845305213,0.3878203963999235,-0.8635768308673354,1313.0,1070.0,332.0,270.0,0.6974067733826477,-0.38882342187291785,0.5484,0.5495000000000001
199,Risk Management,1.0,0.9754304984608244,0.0307981717514007,163.0,128.0,74.0,75.0,0.12240489300413183,-1.5447576562999303,-0.44170000000000004,-0.45309999999999995
200,Risk/Reward,0.24775171138680635,0.16352740863000226,1.3933055646545118,13.0,5.0,11.0,5.0,0.3012762018353532,1.0337004945447061,0.4615,0.6000000000000001
201,Risks,0.08383700040477633,0.0575357470744375,-1.899218547513778,14.0,21.0,14.0,21.0,0.0575357470744375,-1.899218547513778,-1.0,-0.8572000000000001
202,SG&A Growth,1.0,0.8659742262238241,-0.16877423352597806,1.0,1.0,1.0,1.0,0.8659742262238241,-0.16877423352597806,-1.0,0.0
203,Safety,4.880807671140778e-07,1.6724985474723607e-07,-5.2324809939212455,1.0,24.0,1.0,8.0,0.006759105768084318,-2.7084855387761766,-1.0,0.7083
204,Safety Profile,1.0,0.7078251547775698,0.37477856792932696,2.0,1.0,1.0,1.0,0.8659742262238241,-0.16877423352597806,0.0,1.0
205,Sales & Trading,1.0,0.9482338445906098,0.06492483782034691,4.0,3.0,4.0,3.0,0.9482338445906098,0.06492483782034691,0.25,0.3334
206,Sales Channels,1.0,0.8659742262238241,-0.16877423352597806,1.0,1.0,1.0,1.0,0.8659742262238241,-0.16877423352597806,1.0,1.0
207,Sales Forecast,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,0.0
208,Sales Performance,0.9082254852471661,0.8121861702776901,0.23760667834191668,39.0,29.0,30.0,20.0,0.561159181983526,0.5811205908108631,0.07690000000000002,-0.20690000000000003
209,Sales Promotion,0.3783542951428074,0.11113978039462513,-1.593090989600721,0.0,2.0,0.0,2.0,0.11113978039462513,-1.593090989600721,0.0,1.0
210,Sales Risk,1.0,0.8659742262238241,-0.16877423352597806,1.0,1.0,1.0,1.0,0.8659742262238241,-0.16877423352597806,-1.0,-1.0
211,Scalability,1.0,0.3746584784795426,0.887781161064176,1.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,1.0,0.0
212,Seasonality,0.47303838824018485,0.3718587566694832,0.8929970421288312,21.0,12.0,20.0,11.0,0.334941977134404,0.9642073560108274,-0.7619,-0.4167
213,Securities,1.0,0.8659742262238241,-0.16877423352597806,1.0,1.0,1.0,1.0,0.8659742262238241,-0.16877423352597806,0.0,1.0
214,Securities Losses,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,-1.0
215,Security,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,1.0
216,Security Breach,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,-1.0
217,Sentiment,0.9023422938962485,0.6792324308463282,-0.41351077340682285,6.0,6.0,6.0,5.0,0.9265666492473864,-0.09216537301075806,-0.6667,0.3334
218,Shareholder Returns,0.8362360533224751,0.430580126538477,-0.788199320485316,1.0,2.0,1.0,2.0,0.430580126538477,-0.788199320485316,1.0,1.0
219,Shares Outstanding,0.03244376541267045,0.016438778742073376,2.3990253022068453,13.0,2.0,12.0,2.0,0.02471535470390364,2.2458228873410273,-0.0769,0.0
220,Shares Repurchase,0.05616469539502421,0.04818998454399615,-1.9756892381257178,117.0,119.0,75.0,75.0,0.14240660452555978,-1.4668877092748012,0.6838000000000001,0.6975
221,Stock Dilution,0.080207480273267,0.024254113613854534,-2.2530798675463513,0.0,4.0,0.0,2.0,0.11113978039462513,-1.593090989600721,0.0,-1.0
222,Stock Ownership,0.21275376325965528,0.12715068453248582,1.5254347993092825,10.0,3.0,9.0,3.0,0.18307850720624386,1.331335910462457,0.9,1.0
223,Stock Performance,0.22713466872330496,0.18640236776966002,1.321296958377649,50.0,29.0,45.0,21.0,0.04455003780164738,2.0088783373436545,0.2,-0.27590000000000003
224,Stock Price,0.9740805226437287,0.8536384046520388,-0.18447810168799667,24.0,20.0,23.0,19.0,0.8792303407417971,-0.15194496794176804,0.0,0.10000000000000003
225,Stock Recommendation,0.7947288921706016,0.6860535889770225,-0.4042164080627847,26.0,23.0,24.0,22.0,0.6079734422971239,-0.5129683758061783,0.6538,0.21740000000000004
226,Stock-Based Compensation,0.9852133235828918,0.7079101589739828,0.37466428238960414,5.0,3.0,1.0,3.0,0.21280584234581035,-1.2458871117436106,0.0,-1.0
227,Store Expansion,0.3783542951428074,0.11113978039462513,-1.593090989600721,0.0,2.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,1.0
228,Strength,0.586865340150498,0.2092818817519836,1.255542522548765,2.0,0.0,2.0,0.0,0.2092818817519836,1.255542522548765,1.0,0.0
229,Subscriber Growth,0.17078423352873426,0.0510359691615072,-1.9511772088999588,0.0,3.0,0.0,3.0,0.0510359691615072,-1.9511772088999588,0.0,1.0
230,Subscription Growth,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,1.0
231,Supplier Relations,1.0,0.3746584784795426,0.887781161064176,1.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,1.0,0.0
232,Supply Chain,0.6332408419389712,0.5805622238513095,-0.5525636714636403,97.0,83.0,67.0,53.0,0.98386158488537,-0.02022788316361904,-0.09279999999999994,0.03620000000000001
233,Sustainability,0.7522687668927173,0.626950381186737,0.48602367373355654,21.0,14.0,15.0,10.0,0.681317820673125,0.41066550969620225,0.619,0.7142
234,Synergies,0.8871087693460634,0.7134206575594473,0.3672659399332359,12.0,8.0,8.0,8.0,0.6329866620123727,-0.47752733320157087,0.75,1.0
235,Tax Issues,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,1.0
236,Taxes,0.14912395843415124,0.12371881448952833,-1.5393502419974439,53.0,56.0,43.0,43.0,0.267437993791791,-1.108981891921025,-0.283,-0.14290000000000003
237,Tech Spending,0.586865340150498,0.2092818817519836,1.255542522548765,2.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,0.5,0.0
238,Technology Trends,0.00034837468231150437,0.00029439202261446047,3.6201853780962123,345.0,198.0,113.0,81.0,0.5126654133306996,0.6546930306113475,0.8029,0.798
239,Trading,0.7521650457889921,0.48611790288069545,-0.6964965727148174,3.0,4.0,2.0,3.0,0.4731791081125801,-0.7173160467016222,0.3334,1.0
240,Traffic,0.3783542951428074,0.11113978039462513,-1.593090989600721,0.0,2.0,0.0,2.0,0.11113978039462513,-1.593090989600721,0.0,1.0
241,Training,1.0,0.3746584784795426,0.887781161064176,1.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,-1.0,0.0
242,Transaction Closure,1.0,0.3746584784795426,0.887781161064176,1.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,1.0,0.0
243,Transaction Fees,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,-1.0
244,Transition,1.0,0.8659742262238241,-0.16877423352597806,1.0,1.0,1.0,1.0,0.8659742262238241,-0.16877423352597806,1.0,0.0
245,Transparency,0.9050071679040325,0.2599716245249275,-1.126458198769348,0.0,1.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,-1.0
246,Trust,0.586865340150498,0.2092818817519836,1.255542522548765,2.0,0.0,2.0,0.0,0.2092818817519836,1.255542522548765,-1.0,0.0
247,Underwriting,1.0,0.3746584784795426,0.887781161064176,1.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,1.0,0.0
248,Vaccine Development,1.0,0.8659742262238241,-0.16877423352597806,1.0,1.0,1.0,1.0,0.8659742262238241,-0.16877423352597806,1.0,1.0
249,Valuation,0.05434424860766376,0.04762105273142338,1.9807345259242424,197.0,124.0,136.0,89.0,0.16974549772103498,1.3730220314402073,-0.05080000000000001,0.032299999999999995
250,Value Creation,0.3389370990251595,0.12410817394515276,1.53775645634397,3.0,0.0,2.0,0.0,0.2092818817519836,1.255542522548765,1.0,0.0
251,Value Investing,1.0,0.8113425935802514,-0.23869435594087016,2.0,2.0,2.0,2.0,0.8113425935802514,-0.23869435594087016,1.0,0.0
252,Value Unlocking,1.0,0.7078251547775698,0.37477856792932696,2.0,1.0,2.0,1.0,0.7078251547775698,0.37477856792932696,1.0,1.0
253,Visibility,0.20333944644257293,0.07578383594948544,1.775691155664611,4.0,0.0,3.0,0.0,0.12410817394515276,1.53775645634397,-0.75,0.0
254,Volume,1.0,0.3746584784795426,0.887781161064176,1.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,-1.0,0.0
255,Volume Growth,1.0,0.8659742262238241,-0.16877423352597806,1.0,1.0,1.0,1.0,0.8659742262238241,-0.16877423352597806,-1.0,1.0
256,Volume Leverage,0.3783542951428074,0.11113978039462513,-1.593090989600721,0.0,2.0,0.0,1.0,0.2599716245249275,-1.126458198769348,0.0,1.0
257,Workflow Integration,1.0,0.3746584784795426,0.887781161064176,1.0,0.0,1.0,0.0,0.3746584784795426,0.887781161064176,1.0,0.0
258,Yield,0.3389370990251595,0.12410817394515276,1.53775645634397,3.0,0.0,3.0,0.0,0.12410817394515276,1.53775645634397,-1.0,0.0
