,index,Argument,positive,neutral,negative,total,relative_total,argument_importance,positive_ratio,negative_ratio,neutral_ratio,opinion_score,position
195,147,R&D,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,256
194,126,Licensing Revenue,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,257
193,85,KSU Perception,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,258
192,73,EPS Guidance,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,259
212,196,GPU Supply Outlook,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,260
214,194,GPU Market,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,261
235,232,Net Cash,1,0,0,1,4.020262121090295e-05,0.0,1.0,0.0,0.0,1.0,262
215,193,Cryptocurrency Impact,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,263
234,197,GPU Pricing,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,264
233,239,Volume,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,265
232,252,Retail Landscape,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,266
231,253,Apparel Recovery,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,267
230,254,Customer Spending,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,268
229,255,Consumer Pressure,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,269
228,259,Earnings Momentum,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,270
227,261,Margin Compression,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,271
226,263,Engineering Talent,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,272
225,266,Securities Losses,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,273
224,271,Litigation and Regulation,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,274
223,276,Equity,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,275
222,81,Brokers Uncertainty,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,276
221,82,Stock Specific Level,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,277
220,84,XPO Interest,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,278
219,237,Investor Concerns,0,0,1,1,4.020262121090295e-05,0.0,0.0,1.0,0.0,-1.0,279
218,86,UPS Attention,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,280
217,178,EBITDA Multiple,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,281
216,182,Retail Initiatives,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,282
282,272,Consumer Spending,0,1,0,1,4.020262121090295e-05,0.0,0.0,0.0,1.0,0.0,283
