,ID,Argument,Sentiment
983,23,Product Mix,positive
984,23,Competitive Activity,negative
985,23,Traffic,negative
986,23,Weather,negative
987,23,Pricing Strategy,neutral
988,23,Food Quality,positive
989,23,Consumer Access,positive
990,23,Menu Offerings,positive
991,23,Sales Growth,positive
992,23,Technology,positive
993,23,Traffic,negative
994,23,Digital Investment,positive
995,23,In Store Technology,positive
996,23,Sales Growth,positive
997,23,Deployment Pace,positive
998,23,Restaurant Modernization,positive
999,23,Growth Prospects,positive
1000,23,Cost Management,neutral
1001,23,Financial Performance,positive
1002,23,Industry Trends,neutral
1003,24,Provision Expense,positive
1004,24,Tax Rate,positive
1005,24,Fee Income,positive
1006,24,Net Interest Income,positive
1007,24,Income Statement,positive
1008,24,Expenses,negative
1009,24,Return on Capital,neutral
1010,24,Cost Savings,positive
1011,24,Expenses Management,positive
1012,24,Net Interest Income,negative
1013,24,Financial Performance,neutral
1014,24,Business Activities,neutral
1015,24,Regulatory Environment,neutral
1016,24,Cost Management,negative
1017,24,Outlook,negative
1018,24,Cost Savings,positive
1019,24,Investments,positive
1020,24,Operational Efficiency,neutral
1021,24,Efficiency Initiatives,positive
1022,24,Capital Levels,positive
1023,24,Return on Equity,neutral
1024,24,Return on Capital,positive
1025,24,Long-term Targets,neutral
1026,24,Share Repurchase,positive
1027,24,Earnings,positive
1028,24,Provision,positive
1029,24,Restructuring,negative
1030,24,Customer Accruals,negative
1031,24,Reserve Release,positive
1032,24,Cost,negative
1033,24,Revenue Growth,negative
1034,24,Operating Performance,negative
1035,24,Book Value,positive
1036,24,Return on Assets,positive
1037,24,Return on Equity,positive
1038,24,Return on Capital,positive
1039,24,Capital Ratio,positive
1040,24,Liquidity Ratio,positive
1041,24,Share Count,neutral
1042,24,Loan Demand,negative
1043,24,Interest Income,negative
1044,24,Balance Sheet,neutral
1045,24,Interest Rates,negative
1046,24,Prepayments,positive
1047,24,Loan Portfolio,neutral
1048,24,Asset Growth,positive
1049,24,Securities Performance,positive
1050,24,Commercial Performance,negative
1051,24,Construction Activity,negative
1052,24,Leasing Activity,negative
1053,24,Credit Impairment,negative
1054,24,Credit Cards,negative
1055,24,Other Loans,negative
1056,24,Mortgage,negative
1057,24,Auto Loans,negative
1058,24,Home Equity,negative
1059,24,Net Interest Margin,neutral
1060,24,Yield on Assets,negative
1061,24,Loan Performance,negative
1062,24,Cost Management,positive
1063,24,Deposit Trends,negative
1064,24,Deposit Costs,negative
1065,24,Banking,neutral
1066,24,Fee Income,neutral
1067,24,Investments,positive
1068,24,Cost Management,neutral
1069,24,Fees,negative
1070,24,Trading,negative
1071,24,Leases,negative
1072,24,Expenses,negative
1073,24,Costs,negative
1074,24,Tax Rate,positive
1075,24,Asset Quality,negative
1076,24,Credit Quality,negative
1077,24,Portfolios,positive
1078,24,Credit,negative
1079,24,NCO Ratios,neutral
1080,24,Commercial Performance,negative
1081,24,Credit Exposures,negative
1082,24,Consumer Losses,negative
1083,24,Government Support,positive
1084,24,Customer Support,positive
1085,24,Provision Benefit,positive
1086,24,Expense Management,negative
1087,24,Loan Loss Reserve,positive
1088,24,Portfolio Management,positive
1089,24,Loan Ratio,neutral
1090,24,Earnings,positive
1091,24,Cost Management,positive
1092,24,Revenue Growth,positive
1093,24,Operating Performance,positive
1094,24,Regulatory Environment,neutral
1095,24,Economic Conditions,neutral
1096,24,Financial Performance,neutral
1097,25,Fundamentals,positive
1098,25,Revenue Guidance,neutral
1099,25,Growth Prospects,positive
1100,25,Cost Management,positive
1101,25,Secular Trends,positive
1102,25,Deal Activity,positive
1103,25,Platform Strategy,positive
1104,25,Partner Ecosystem,positive
1105,25,Enterprise Cycles,positive
1106,25,Product Launch,positive
1107,25,Partner Ecosystem,positive
1108,25,Enterprise Wins,positive
1109,25,Growth Driver,positive
1110,25,Earnings,positive
1111,25,Guidance,positive
1112,25,Bookings,positive
1113,25,Backlog,positive
1114,25,Product Strength,positive
1115,25,Geographic Performance,positive
1116,25,Customer Wins,positive
1117,25,Stock Performance,neutral
1118,25,Event Momentum,positive
1119,25,Product Uptake,positive
1120,25,Competitive Positioning,positive
1121,25,Customer Relationships,positive
1122,25,Product Cycles,positive
1123,25,Earnings Guidance,positive
1124,25,Revenue Guidance,positive
1125,25,FX Impact,negative
1126,25,Fundamentals,positive
1127,25,Revenue Guidance,negative
1128,25,Growth Prospects,positive
1129,25,Secular Trends,positive
1130,25,Cost Management,positive
1131,25,Deal Activity,positive
1132,25,Industry Positioning,positive
1133,25,Platform Strategy,positive
1134,25,Partner Ecosystem,positive
1135,25,Quarterly Performance,positive
1136,25,Budget Cycles,positive
1137,25,Product Launch,positive
1138,25,Partner Ecosystem,positive
1139,25,Enterprise Wins,positive
1140,25,Growth Driver,positive
1141,25,Earnings Performance,positive
1142,25,FX Impact,negative
1143,25,Guidance,neutral
1144,25,Bookings Growth,positive
1145,25,Backlog Growth,positive
1146,25,Product Performance,positive
1147,25,Geographic Performance,positive
1148,25,Customer Wins,positive
1149,25,Competitive Positioning,positive
1150,25,Product Cycles,positive
1151,25,Leadership Quality,positive
1152,25,Channel Support,positive
1153,25,Growth Opportunity,positive
1154,25,Industry Trends,positive
1155,25,Market Environment,neutral
1156,25,Revenue Growth,positive
1157,25,Cost Management,positive
1158,25,Gross Margins,negative
1159,25,Operating Margins,neutral
1160,25,Cash Flow,negative
1161,25,Headcount Growth,positive
1162,25,Revenue Guidance,positive
1163,25,Product Cycles,positive
1164,25,Customer Relationships,positive
1165,25,Competitive Positioning,positive
1166,25,Vertical Traction,positive
1167,25,Operating Margins,positive
1168,25,Cash Flow,positive
1169,25,Analytics Cloud,positive
1170,25,Event Momentum,positive
1171,25,Revenue Growth,positive
1172,25,Cost Management,neutral
1173,25,Market Share,positive
1174,25,Competitive Leadership,positive
1175,25,Growth Opportunities,positive
1176,25,Scaled Operations,positive
1177,25,Competitive Positioning,positive
1178,25,Growth Drivers,positive
1179,25,Macroeconomic Conditions,negative
1180,25,Competition,negative
1181,25,Leadership,negative
1182,25,Product Adoption,negative
1183,26,Earnings,positive
1184,26,Cash Flow,positive
1185,26,Capital Expenditure,negative
1186,26,Guidance,negative
1187,26,Corporate Charges,neutral
1188,26,Operating Segment,neutral
1189,26,Earnings Performance,positive
1190,26,Debt Reduction,positive
1191,26,Cash Flow,positive
1192,26,Capital Expenditure,negative
1193,26,Debt Reduction,positive
1194,26,Share Repurchases,positive
1195,26,Debt Management,neutral
1196,26,Share Buyback,positive
1197,26,Debt Management,positive
1198,26,Guidance,positive
1199,26,Debt Management,positive
1200,26,Cash Management,positive
1201,26,Share Repurchase,positive
1202,26,Commodity Prices,neutral
1203,26,Earnings,positive
1204,26,Earnings,positive
1205,26,Deferred Taxes,positive
1206,26,Cash Flow,positive
1207,26,Tax Provision,positive
1208,26,Earnings Quality,positive
1209,26,Corporate Charges,negative
1210,26,Earnings Performance,positive
1211,26,Earnings Performance,positive
1212,26,Capex,positive
1213,26,Capital Expenditure,negative
1214,26,Capital Expenditure,negative
1215,26,Covid Impact,negative
1216,26,Production,neutral
1217,26,Production Estimate,neutral
1218,26,Production Volume,positive
1219,26,Debt Levels,positive
1220,26,Share Repurchases,positive
1221,26,Earnings Estimate,neutral
1222,26,Revenue Growth,positive
1223,26,Financial Performance,positive
1224,27,Cost Management,negative
1225,27,Expenses,negative
1226,27,Investments,neutral
1227,27,Spending,negative
1228,27,Inflation,neutral
1229,27,Operating Leverage,negative
1230,27,Market Share,neutral
1231,27,Efficiency,negative
1232,27,Earnings Growth,negative
1233,27,Earnings Model,negative
1234,27,Expense Management,negative
1235,27,Revenue Growth,negative
1236,27,Share Repurchases,negative
1237,27,Net Interest Income,positive
1238,27,Expenses,negative
1239,27,Revenue Growth,positive
1240,27,Earnings Estimates,negative
1241,27,Cost Management,negative
1242,27,Market Share,positive
1243,27,Cost Management,negative
1244,27,Profitability,neutral
1245,27,Growth,positive
1246,27,Risk,negative
1247,27,Transparency,negative
1248,27,Market Share,positive
1249,27,Cost Management,negative
1250,27,Earnings Performance,positive
1251,27,Balance Sheet,positive
1252,27,Long Term Investment,positive
1253,27,Spending,negative
1254,27,Time Frame,negative
1255,27,Valuation,negative
1256,27,Company Events,neutral
1257,27,Regulatory Environment,neutral
1258,27,Earnings Reports,neutral
1259,27,Valuation Techniques,neutral
1260,27,Balance Sheet,positive
1261,27,Earnings Consistency,positive
1262,27,Economic Activity,negative
1263,27,Credit Risk,negative
1264,27,Market Risk,negative
1265,27,Operational Risk,negative
1266,27,Interest Rate,positive
1267,27,Banking Revenue,positive
1268,27,Loan Growth,positive
1269,27,Regulatory Compliance,negative
1270,27,Yield Curve,positive
1271,27,Capital Markets,neutral
1272,27,Trading,neutral
1273,27,NIM Projection,positive
1274,27,Earnings Per Share,positive
1275,27,Yield Curve,negative
1276,27,Capital Markets,negative
1277,27,Earning Expectations,negative
1278,27,NIM,negative
1279,27,Valuation Techniques,neutral
1280,27,Balance Sheet,positive
1281,27,Earnings Consistency,positive
1282,27,Economic Activity,negative
1283,27,Credit Losses,negative
1284,27,Market Risks,negative
1285,27,Operational Risks,negative
1286,27,Interest Rates,positive
1287,27,Banking Revenue,positive
1288,27,Loan Growth,positive
1289,27,Market Share,positive
1290,27,Cost Management,negative
1291,27,Earnings Performance,positive
1292,27,Balance Sheet,positive
1293,27,Growth Strategy,neutral
1294,27,Investment Strategy,neutral
1295,27,Valuation,negative
