,Company,Short Name,Date,Target Price,Recommendation,Commentary,Date next Day,Date after 3 Months,Date after 6 Months,Date after 9 Months,Date after 12 Months,Start Price,One Day after,Price after 3 Months,Price after 6 Months,Price after 9 Months,tp_reached_after_3_months,tp_reached_after_6_months,tp_reached_after_9_months,provided_arguments,Max Price after 3 Months,Min Price after 3 Months,Min Price after 6 Months,Min Price after 9 Months,Max Price after 6 Months,Max Price after 9 Months,Basic Intensifier,Strong Intensifier,Formal Intensifier
263,"PepsiCo, Inc.",PEP,2023-12-15,392.03,Buy,"PEP's continued growth environmental regulations solid execution environmental regulations make compelling buy. The beverages sector set expansion, analysts set target price 392.03.",2023-12-16,2024-03-15,2024-06-15,2024-09-15,2024-12-15,"(163.19593811035156, 163.19593811035156)",163.19593811035156,169.88990783691406,180.3044891357422,178.19000244140625,False,False,False,"{""Environmental Regulations"": ""positive"", ""Growth"": ""positive"", ""Solid Execution"": ""positive"", ""Expansion"": ""positive""}",169.88990783691406,159.55731201171875,162.09568786621094,160.67648315429688,180.3044891357422,178.19000244140625,0,0,0
264,The Walt Disney Company,DIS,2023-01-15,398.96,Hold,"DIS's performance entertainment steady, risks surrounding new market opportunities geopolitical tensions make advisable hold now. The target price set 398.96.",2023-01-16,2023-04-15,2023-07-15,2023-10-15,2024-01-15,98.62210845947266,98.62210845947266,112.32402801513672,102.16416931152344,91.04190063476562,False,False,False,"{""Performance"": ""neutral"", ""Market Opportunities"": ""positive"", ""Geopolitical Tensions"": ""negative"", ""Entertainment"": ""neutral""}",112.32402801513672,91.87532043457033,87.13272857666016,78.69925689697266,102.16416931152344,91.04190063476562,0,0,0
265,The Walt Disney Company,DIS,2023-02-15,356.19,Buy,"DIS benefiting increased competition increased competition. This positions company growth, especially strong tailwinds entertainment. Analysts recommend buy, target price 356.19.",2023-02-16,2023-05-15,2023-08-15,2023-11-15,2024-02-15,"(108.38509368896484, 108.38509368896484)","(105.00179290771484, 105.00179290771484)",108.38509368896484,93.11553955078124,93.19490814208984,False,False,False,"{""Competition"": ""positive"", ""Company Growth"": ""positive"", ""Entertainment"": ""positive""}",108.38509368896484,91.27009582519533,84.69198608398438,78.69925689697266,93.11553955078124,93.19490814208984,0,0,0
266,The Walt Disney Company,DIS,2023-03-15,327.54,Buy,"DIS's continued growth technological innovation solid execution regulatory pressure make compelling buy. The entertainment sector set expansion, analysts set target price 327.54.",2023-03-16,2023-06-15,2023-09-15,2023-12-15,2024-03-15,"(92.37140655517578, 92.37140655517578)","(93.5521011352539, 93.5521011352539)",102.16416931152344,92.21266174316406,95.30824279785156,False,False,False,"{""Growth"": ""positive"", ""Innovation"": ""positive"", ""Execution"": ""positive"", ""Regulatory Pressure"": ""negative""}",102.16416931152344,87.13272857666016,79.93946838378906,78.69925689697266,92.21266174316406,95.30824279785156,0,0,0
267,The Walt Disney Company,DIS,2023-04-15,349.8,Buy,"DIS benefiting cost management technological innovation. This positions company growth, especially strong tailwinds entertainment. Analysts recommend buy, target price 349.8.",2023-04-16,2023-07-15,2023-10-15,2024-01-15,2024-04-15,99.11819458007812,99.11819458007812,102.16416931152344,91.04190063476562,95.30824279785156,False,False,False,"{""Cost Management"": ""positive"", ""Technological Innovation"": ""positive"", ""Company Growth"": ""positive"", ""Entertainment"": ""positive""}",102.16416931152344,87.13272857666016,78.69925689697266,78.70917510986328,91.04190063476562,95.30824279785156,0,0,0
268,The Walt Disney Company,DIS,2023-05-15,259.45,Hold,"Despite promising growth investment research development, concerns rising raw material costs suggest hold DIS. The company's performance entertainment likely depend well navigates issues. Hold recommendation, target price 259.45.",2023-05-16,2023-08-15,2023-11-15,2024-02-15,2024-05-15,"(92.13329315185548, 92.13329315185548)","(90.26800537109376, 90.26800537109376)",93.11553955078124,93.19490814208984,111.93359375,False,False,False,"{""Growth Investment"": ""positive"", ""Raw Material Costs"": ""negative"", ""Performance Entertainment"": ""neutral""}",93.11553955078124,84.69198608398438,78.69925689697266,88.87995147705078,93.19490814208984,111.93359375,0,0,0
269,The Walt Disney Company,DIS,2023-06-15,241.36,Sell,"The outlook DIS dim due supply chain disruptions partnership key suppliers, company's prospects entertainment remain uncertain. Analysts recommend selling, target price 241.36.",2023-06-16,2023-09-15,2023-12-15,2024-03-15,2024-06-15,"(92.21266174316406, 92.21266174316406)","(90.60533905029295, 90.60533905029295)",92.21266174316406,95.30824279785156,113.16790771484376,False,False,False,"{""Supply Chain"": ""negative"", ""Partnerships"": ""negative"", ""Entertainment Prospects"": ""neutral""}",92.21266174316406,79.93946838378906,78.69925689697266,88.87995147705078,95.30824279785156,113.16790771484376,0,0,0
270,The Walt Disney Company,DIS,2023-07-15,306.76,Hold,"While DIS continues show resilience supply chain disruptions, impact environmental regulations entertainment could limit upside potential near term. Analysts recommend holding, target price 306.76.",2023-07-16,2023-10-15,2024-01-15,2024-04-15,2024-07-15,87.92647552490234,87.92647552490234,91.04190063476562,95.30824279785156,122.25597381591795,False,False,False,"{""Supply Chain"": ""neutral"", ""Environmental Regulations"": ""negative"", ""Entertainment"": ""neutral""}",91.04190063476562,78.69925689697266,78.70917510986328,89.92512512207031,95.30824279785156,122.25597381591795,0,0,0
271,The Walt Disney Company,DIS,2023-08-15,127.66,Buy,"With strong focus expansion international markets supply chain disruptions, DIS expected outperform entertainment sector. The company's innovative approach environmental regulations makes top pick, analysts set buy rating target 127.66.",2023-08-16,2023-11-15,2024-02-15,2024-05-15,2024-08-15,"(86.37867736816406, 86.37867736816406)","(85.67423248291016, 85.67423248291016)",93.19490814208984,111.93359375,122.25597381591795,False,False,False,"{""International Expansion"": ""positive"", ""Supply Chain"": ""negative"", ""Environmental Regulations"": ""positive""}",93.19490814208984,78.69925689697266,88.87995147705078,102.29804229736328,111.93359375,122.25597381591795,0,0,0
272,The Walt Disney Company,DIS,2023-09-15,193.96,Hold,"DIS faces uncertainties increased competition challenges labor shortages, leading analysts recommend holding now. While long-term prospects entertainment remain strong, near-term outlook warrants caution. Target price: 193.96.",2023-09-16,2023-12-15,2024-03-15,2024-06-15,2024-09-15,"(84.91026306152344, 84.91026306152344)",84.91026306152344,95.30824279785156,113.16790771484376,122.25597381591795,False,False,False,"{""Competition"": ""negative"", ""Labor"": ""negative"", ""Entertainment"": ""positive"", ""Outlook"": ""negative""}",95.30824279785156,78.69925689697266,88.87995147705078,99.51091003417967,113.16790771484376,122.25597381591795,0,0,0
273,The Walt Disney Company,DIS,2023-10-15,188.9,Hold,"Despite promising growth increased competition, concerns new market opportunities suggest hold DIS. The company's performance entertainment likely depend well navigates issues. Hold recommendation, target price 188.9.",2023-10-16,2024-01-15,2024-04-15,2024-07-15,2024-10-15,83.68988800048828,"(85.03923797607422, 85.03923797607422)",95.30824279785156,122.25597381591795,115.93513488769533,False,False,False,"{""Growth Opportunities"": ""neutral"", ""Market Concerns"": ""negative"", ""Company Performance"": ""neutral"", ""Entertainment Industry"": ""neutral""}",95.30824279785156,78.70917510986328,89.92512512207031,96.5999984741211,122.25597381591795,115.93513488769533,0,0,0
274,The Walt Disney Company,DIS,2023-11-15,299.42,Hold,"DIS faces uncertainties growth digital services challenges rising raw material costs, leading analysts recommend holding now. While long-term prospects entertainment remain strong, near-term outlook warrants caution. Target price: 299.42.",2023-11-16,2024-02-15,2024-05-15,2024-08-15,2024-11-15,"(93.19490814208984, 93.19490814208984)","(93.77037048339844, 93.77037048339844)",111.93359375,122.25597381591795,103.4328155517578,False,False,False,"{""Growth Prospects"": ""neutral"", ""Digital Services"": ""negative"", ""Raw Material Costs"": ""negative"", ""Entertainment Outlook"": ""positive""}",111.93359375,88.87995147705078,102.29804229736328,85.5999984741211,122.25597381591795,103.4328155517578,0,0,0
275,The Walt Disney Company,DIS,2023-12-15,242.42,Hold,"While DIS continues show resilience expansion international markets, impact supply chain disruptions entertainment could limit upside potential near term. Analysts recommend holding, target price 242.42.",2023-12-16,2024-03-15,2024-06-15,2024-09-15,2024-12-15,"(93.03079986572266, 93.03079986572266)",93.03079986572266,113.16790771484376,122.25597381591795,101.8003387451172,False,False,False,"{""International Expansion"": ""positive"", ""Supply Chain"": ""negative"", ""Entertainment"": ""negative""}",113.16790771484376,88.87995147705078,99.51091003417967,85.5999984741211,122.25597381591795,101.8003387451172,0,0,0
276,Intel Corporation,INTC,2023-01-15,173.95,Buy,"INTC demonstrated solid performance, driven labor shortages expanding presence semiconductors. The company's investment strong demand adds potential upside. Buy recommendation target price 173.95.",2023-01-16,2023-04-15,2023-07-15,2023-10-15,2024-01-15,29.034406661987305,29.034406661987305,32.3065071105957,35.64347839355469,38.22075271606445,False,False,False,"{""Performance"": ""positive"", ""Labor"": ""negative"", ""Investment"": ""positive"", ""Demand"": ""positive""}",32.3065071105957,24.30308151245117,26.85266494750977,32.044063568115234,35.64347839355469,38.22075271606445,0,0,0
277,Intel Corporation,INTC,2023-02-15,200.19,Hold,"INTC faces uncertainties labor shortages challenges geopolitical tensions, leading analysts recommend holding now. While long-term prospects semiconductors remain strong, near-term outlook warrants caution. Target price: 200.19.",2023-02-16,2023-05-15,2023-08-15,2023-11-15,2024-02-15,"(28.15839195251465, 28.15839195251465)","(27.523975372314453, 27.523975372314453)",32.3065071105957,36.09429931640625,40.07330703735352,False,False,False,"{""Labor Shortages"": ""negative"", ""Geopolitical Tensions"": ""negative"", ""Long-term Prospects"": ""positive"", ""Near-term Outlook"": ""negative""}",32.3065071105957,24.30308151245117,26.85266494750977,31.98504638671875,36.09429931640625,40.07330703735352,0,0,0
278,Intel Corporation,INTC,2023-03-15,327.81,Sell,"With ongoing issues like supply chain disruptions rising raw material costs, INTC expected underperform semiconductors space. Analysts suggest selling, target price 327.81.",2023-03-16,2023-06-15,2023-09-15,2023-12-15,2024-03-15,"(27.728939056396484, 27.728939056396484)","(29.456506729125977, 29.456506729125977)",35.104469299316406,38.22075271606445,45.54995346069336,False,False,False,"{""Supply Chain"": ""negative"", ""Raw Material Costs"": ""negative""}",35.104469299316406,26.85266494750977,31.213773727416992,31.98504638671875,38.22075271606445,45.54995346069336,0,0,0
279,Intel Corporation,INTC,2023-04-15,304.42,Sell,"INTC struggling regulatory pressure technological innovation, likely limit growth semiconductors sector. Analysts recommend selling, target price 304.42.",2023-04-16,2023-07-15,2023-10-15,2024-01-15,2024-04-15,31.125513076782227,31.125513076782227,35.64347839355469,38.22075271606445,50.08916091918945,False,False,False,"{""Regulatory Pressure"": ""negative"", ""Technological Innovation"": ""negative"", ""Growth Limitation"": ""negative""}",35.64347839355469,26.85266494750977,32.044063568115234,31.98504638671875,38.22075271606445,50.08916091918945,0,0,0
280,Intel Corporation,INTC,2023-05-15,258.21,Hold,"INTC's performance semiconductors steady, risks surrounding rising raw material costs technological innovation make advisable hold now. The target price set 258.21.",2023-05-16,2023-08-15,2023-11-15,2024-02-15,2024-05-15,"(29.204721450805664, 29.204721450805664)","(28.636306762695312, 28.636306762695312)",36.09429931640625,40.07330703735352,50.08916091918945,False,False,False,"{""Performance"": ""neutral"", ""Raw Material Costs"": ""negative"", ""Technological Innovation"": ""positive""}",36.09429931640625,26.85266494750977,31.98504638671875,40.07330703735352,40.07330703735352,50.08916091918945,0,0,0
281,Intel Corporation,INTC,2023-06-15,345.84,Buy,"With strong focus environmental regulations expansion international markets, INTC expected outperform semiconductors sector. The company's innovative approach environmental regulations makes top pick, analysts set buy rating target 345.84.",2023-06-16,2023-09-15,2023-12-15,2024-03-15,2024-06-15,"(35.104469299316406, 35.104469299316406)","(35.64347839355469, 35.64347839355469)",38.22075271606445,45.54995346069336,50.08916091918945,False,False,False,"{""Environmental Regulations"": ""positive"", ""International Markets"": ""positive"", ""Innovative Approach"": ""positive""}",38.22075271606445,31.213773727416992,31.98504638671875,41.556522369384766,45.54995346069336,50.08916091918945,0,0,0
282,Intel Corporation,INTC,2023-07-15,131.11,Buy,"INTC demonstrated solid performance, driven market volatility expanding presence semiconductors. The company's investment investment research development adds potential upside. Buy recommendation target price 131.11.",2023-07-16,2023-10-15,2024-01-15,2024-04-15,2024-07-15,32.4878044128418,32.4878044128418,38.22075271606445,50.08916091918945,48.89515686035156,False,False,False,"{""Performance"": ""positive"", ""Market Volatility"": ""neutral"", ""Research Development"": ""positive"", ""Presence Semiconductors"": ""positive""}",38.22075271606445,32.044063568115234,31.98504638671875,35.321556091308594,50.08916091918945,48.89515686035156,0,0,0
283,Intel Corporation,INTC,2023-08-15,202.24,Hold,"While INTC continues show resilience investment research development, impact geopolitical tensions semiconductors could limit upside potential near term. Analysts recommend holding, target price 202.24.",2023-08-16,2023-11-15,2024-02-15,2024-05-15,2024-08-15,"(34.198036193847656, 34.198036193847656)","(32.97843170166016, 32.97843170166016)",40.07330703735352,50.08916091918945,45.67357635498047,False,False,False,"{""Research Development"": ""positive"", ""Geopolitical Tensions"": ""negative""}",40.07330703735352,31.98504638671875,40.07330703735352,29.66183853149414,50.08916091918945,45.67357635498047,0,0,0
284,Intel Corporation,INTC,2023-09-15,138.26,Sell,"With ongoing issues like investment research development regulatory pressure, INTC expected underperform semiconductors space. Analysts suggest selling, target price 138.26.",2023-09-16,2023-12-15,2024-03-15,2024-06-15,2024-09-15,"(37.25687789916992, 37.25687789916992)",37.25687789916992,45.54995346069336,50.08916091918945,44.06040191650391,False,False,False,"{""Regulatory Pressure"": ""negative"", ""Research Development"": ""negative"", ""Investment"": ""negative""}",45.54995346069336,31.98504638671875,41.556522369384766,29.66183853149414,50.08916091918945,44.06040191650391,0,0,0
285,Intel Corporation,INTC,2023-10-15,339.22,Buy,"With strong focus labor shortages new market opportunities, INTC expected outperform semiconductors sector. The company's innovative approach expansion international markets makes top pick, analysts set buy rating target 339.22.",2023-10-16,2024-01-15,2024-04-15,2024-07-15,2024-10-15,35.378292083740234,"(35.95859146118164, 35.95859146118164)",50.08916091918945,48.89515686035156,35.935157775878906,False,False,False,"{""Labor Shortages"": ""positive"", ""Market Opportunities"": ""positive"", ""Innovative Approach"": ""positive"", ""International Expansion"": ""positive""}",50.08916091918945,31.98504638671875,35.321556091308594,29.66183853149414,48.89515686035156,35.935157775878906,0,0,0
286,Intel Corporation,INTC,2023-11-15,174.56,Buy,"INTC demonstrated solid performance, driven new market opportunities expanding presence semiconductors. The company's investment growth digital services adds potential upside. Buy recommendation target price 174.56.",2023-11-16,2024-02-15,2024-05-15,2024-08-15,2024-11-15,"(40.07330703735352, 40.07330703735352)","(42.7770881652832, 42.7770881652832)",50.08916091918945,45.67357635498047,34.65019226074219,False,False,False,"{""Market Opportunities"": ""positive"", ""Investment Growth"": ""positive"", ""Performance"": ""positive""}",50.08916091918945,40.07330703735352,29.66183853149414,18.989999771118164,45.67357635498047,34.65019226074219,0,0,0
287,Intel Corporation,INTC,2023-12-15,378.13,Hold,"INTC faces uncertainties increased competition challenges new market opportunities, leading analysts recommend holding now. While long-term prospects semiconductors remain strong, near-term outlook warrants caution. Target price: 378.13.",2023-12-16,2024-03-15,2024-06-15,2024-09-15,2024-12-15,"(45.54995346069336, 45.54995346069336)",45.54995346069336,50.08916091918945,44.06040191650391,34.65019226074219,False,False,False,"{""Competition"": ""negative"", ""Market Opportunities"": ""positive"", ""Long-term Prospects"": ""positive"", ""Near-term Outlook"": ""negative""}",50.08916091918945,41.556522369384766,29.66183853149414,18.88999938964844,44.06040191650391,34.65019226074219,0,0,0
288,"Cisco Systems, Inc.",CSCO,2023-01-15,392.29,Sell,"CSCO's challenges expansion international markets impact investment research development networking led analysts issue sell recommendation, targeting 392.29.",2023-01-16,2023-04-15,2023-07-15,2023-10-15,2024-01-15,46.29815673828125,46.29815673828125,49.54698944091797,50.11500930786133,55.614967346191406,False,False,False,"{""International Expansion"": ""negative"", ""Research Development"": ""negative"", ""Networking"": ""neutral"", ""Investment"": ""neutral""}",49.54698944091797,44.0059814453125,43.61126708984375,48.85540771484375,50.11500930786133,55.614967346191406,0,0,0
289,"Cisco Systems, Inc.",CSCO,2023-02-15,395.33,Hold,"CSCO's performance networking steady, risks surrounding labor shortages technological innovation make advisable hold now. The target price set 395.33.",2023-02-16,2023-05-15,2023-08-15,2023-11-15,2024-02-15,"(45.890869140625, 45.890869140625)","(48.29671096801758, 48.29671096801758)",49.54698944091797,51.80730438232422,55.614967346191406,False,False,False,"{""Performance"": ""positive"", ""Labor Shortages"": ""negative"", ""Technological Innovation"": ""negative""}",49.54698944091797,43.61126708984375,44.775508880615234,49.75059509277344,51.80730438232422,55.614967346191406,0,0,0
290,"Cisco Systems, Inc.",CSCO,2023-03-15,121.58,Sell,"CSCO struggling technological innovation partnership key suppliers, likely limit growth networking sector. Analysts recommend selling, target price 121.58.",2023-03-16,2023-06-15,2023-09-15,2023-12-15,2024-03-15,"(46.46865081787109, 46.46865081787109)","(47.47266006469727, 47.47266006469727)",49.55652618408203,55.614967346191406,53.95152282714844,False,False,False,"{""Technological Innovation"": ""negative"", ""Partnership"": ""negative"", ""Networking Sector"": ""negative""}",49.55652618408203,43.61126708984375,47.91514205932617,46.1962890625,55.614967346191406,53.95152282714844,0,0,0
291,"Cisco Systems, Inc.",CSCO,2023-04-15,139.53,Buy,"CSCO benefiting labor shortages growth digital services. This positions company growth, especially strong tailwinds networking. Analysts recommend buy, target price 139.53.",2023-04-16,2023-07-15,2023-10-15,2024-01-15,2024-04-15,48.23005676269531,48.23005676269531,50.11500930786133,55.614967346191406,52.45264434814453,False,False,False,"{""Labor Shortages"": ""positive"", ""Digital Services"": ""positive"", ""Company Growth"": ""positive"", ""Networking"": ""positive""}",50.11500930786133,43.61126708984375,48.85540771484375,46.1962890625,55.614967346191406,52.45264434814453,0,0,0
292,"Cisco Systems, Inc.",CSCO,2023-05-15,113.92,Hold,"Despite promising growth geopolitical tensions, concerns cost management suggest hold CSCO. The company's performance networking likely depend well navigates issues. Hold recommendation, target price 113.92.",2023-05-16,2023-08-15,2023-11-15,2024-02-15,2024-05-15,"(44.9472770690918, 44.9472770690918)","(44.775508880615234, 44.775508880615234)",51.80730438232422,55.614967346191406,51.60038375854492,False,False,False,"{""Geopolitical Risks"": ""negative"", ""Cost Management"": ""negative"", ""Networking Performance"": ""positive""}",51.80730438232422,44.775508880615234,49.75059509277344,46.1962890625,55.614967346191406,51.60038375854492,0,0,0
293,"Cisco Systems, Inc.",CSCO,2023-06-15,186.18,Sell,"With ongoing issues like supply chain disruptions geopolitical tensions, CSCO expected underperform networking space. Analysts suggest selling, target price 186.18.",2023-06-16,2023-09-15,2023-12-15,2024-03-15,2024-06-15,"(49.55652618408203, 49.55652618408203)","(49.69012451171875, 49.69012451171875)",55.614967346191406,53.95152282714844,51.07469177246094,False,False,False,"{""Supply Chain"": ""negative"", ""Geopolitical"": ""negative""}",55.614967346191406,47.91514205932617,46.1962890625,46.90712356567383,53.95152282714844,51.07469177246094,0,0,0
294,"Cisco Systems, Inc.",CSCO,2023-07-15,316.39,Buy,"CSCO demonstrated solid performance, driven investment research development expanding presence networking. The company's investment market volatility adds potential upside. Buy recommendation target price 316.39.",2023-07-16,2023-10-15,2024-01-15,2024-04-15,2024-07-15,48.44194793701172,48.44194793701172,55.614967346191406,52.45264434814453,51.07469177246094,False,False,False,"{""Performance"": ""positive"", ""Investment"": ""positive"", ""Market Volatility"": ""neutral"", ""Networking"": ""positive""}",55.614967346191406,48.85540771484375,46.1962890625,46.90712356567383,52.45264434814453,51.07469177246094,0,0,0
295,"Cisco Systems, Inc.",CSCO,2023-08-15,345.96,Hold,"CSCO faces uncertainties partnership key suppliers challenges investment research development, leading analysts recommend holding now. While long-term prospects networking remain strong, near-term outlook warrants caution. Target price: 345.96.",2023-08-16,2023-11-15,2024-02-15,2024-05-15,2024-08-15,"(51.29769134521485, 51.29769134521485)","(50.922698974609375, 50.922698974609375)",55.614967346191406,51.60038375854492,49.20912170410156,False,False,False,"{""Partnership"": ""negative"", ""Research Development"": ""negative"", ""Networking"": ""positive"", ""Outlook"": ""negative""}",55.614967346191406,49.75059509277344,46.1962890625,46.04068756103516,51.60038375854492,49.20912170410156,0,0,0
296,"Cisco Systems, Inc.",CSCO,2023-09-15,107.96,Buy,"With strong focus market volatility expansion international markets, CSCO expected outperform networking sector. The company's innovative approach labor shortages makes top pick, analysts set buy rating target 107.96.",2023-09-16,2023-12-15,2024-03-15,2024-06-15,2024-09-15,"(53.88421630859375, 53.88421630859375)",53.88421630859375,53.95152282714844,51.07469177246094,49.20912170410156,False,False,False,"{""Market Volatility"": ""positive"", ""Innovation"": ""positive"", ""Labor Shortages"": ""neutral""}",53.95152282714844,46.1962890625,46.90712356567383,44.7910270690918,51.07469177246094,49.20912170410156,0,0,0
297,"Cisco Systems, Inc.",CSCO,2023-10-15,290.55,Sell,"The outlook CSCO dim due investment research development new market opportunities, company's prospects networking remain uncertain. Analysts recommend selling, target price 290.55.",2023-10-16,2024-01-15,2024-04-15,2024-07-15,2024-10-15,52.07493591308594,"(52.45264434814453, 52.45264434814453)",52.45264434814453,51.07469177246094,48.87456512451172,False,False,False,"{""Research and Development"": ""negative"", ""Market Opportunities"": ""negative"", ""Networking Prospects"": ""negative""}",52.45264434814453,46.1962890625,46.90712356567383,44.7910270690918,51.07469177246094,48.87456512451172,0,0,0
298,"Cisco Systems, Inc.",CSCO,2023-11-15,139.92,Buy,"CSCO benefiting expansion international markets new market opportunities. This positions company growth, especially strong tailwinds networking. Analysts recommend buy, target price 139.92.",2023-11-16,2024-02-15,2024-05-15,2024-08-15,2024-11-15,"(51.60038375854492, 51.60038375854492)","(46.525577545166016, 46.525577545166016)",51.60038375854492,49.20912170410156,48.87456512451172,False,False,False,"{""Market Opportunities"": ""positive"", ""Growth"": ""positive"", ""Networking"": ""positive""}",51.60038375854492,46.1962890625,46.04068756103516,44.40067672729492,49.20912170410156,48.87456512451172,0,0,0
299,"Cisco Systems, Inc.",CSCO,2023-12-15,280.54,Buy,"CSCO benefiting investment research development geopolitical tensions. This positions company growth, especially strong tailwinds networking. Analysts recommend buy, target price 280.54.",2023-12-16,2024-03-15,2024-06-15,2024-09-15,2024-12-15,"(48.297882080078125, 48.297882080078125)",48.297882080078125,51.07469177246094,49.20912170410156,50.40478897094727,False,False,False,"{""Research Development"": ""positive"", ""Geopolitical Tensions"": ""negative"", ""Company Growth"": ""positive"", ""Networking"": ""positive""}",51.07469177246094,46.90712356567383,44.7910270690918,44.40067672729492,49.20912170410156,50.40478897094727,0,0,0
300,Comcast Corporation,CMCSA,2023-01-15,224.88,Sell,"The outlook CMCSA dim due growth digital services expansion international markets, company's prospects telecommunications remain uncertain. Analysts recommend selling, target price 224.88.",2023-01-16,2023-04-15,2023-07-15,2023-10-15,2024-01-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Growth Prospects"": ""negative"", ""Digital Expansion"": ""negative"", ""Telecommunications"": ""neutral""}",,,,,,,0,0,0
301,Comcast Corporation,CMCSA,2023-02-15,199.36,Buy,"CMCSA benefiting shift consumer preferences partnership key suppliers. This positions company growth, especially strong tailwinds telecommunications. Analysts recommend buy, target price 199.36.",2023-02-16,2023-05-15,2023-08-15,2023-11-15,2024-02-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Consumer Preferences"": ""positive"", ""Partnership"": ""positive"", ""Growth"": ""positive"", ""Telecommunications"": ""positive""}",,,,,,,0,0,0
302,Comcast Corporation,CMCSA,2023-03-15,210.05,Sell,"With ongoing issues like strong demand geopolitical tensions, CMCSA expected underperform telecommunications space. Analysts suggest selling, target price 210.05.",2023-03-16,2023-06-15,2023-09-15,2023-12-15,2024-03-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Demand"": ""negative"", ""Geopolitical Tensions"": ""negative"", ""Performance"": ""negative""}",,,,,,,0,0,0
303,Comcast Corporation,CMCSA,2023-04-15,319.87,Hold,"CMCSA's performance telecommunications steady, risks surrounding strong demand expansion international markets make advisable hold now. The target price set 319.87.",2023-04-16,2023-07-15,2023-10-15,2024-01-15,2024-04-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Performance"": ""neutral"", ""Demand Expansion"": ""positive"", ""Risks"": ""negative""}",,,,,,,0,0,0
304,Comcast Corporation,CMCSA,2023-05-15,171.04,Hold,"CMCSA faces uncertainties investment research development challenges shift consumer preferences, leading analysts recommend holding now. While long-term prospects telecommunications remain strong, near-term outlook warrants caution. Target price: 171.04.",2023-05-16,2023-08-15,2023-11-15,2024-02-15,2024-05-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Investment Challenges"": ""negative"", ""Consumer Preferences"": ""negative"", ""Long-term Prospects"": ""positive"", ""Near-term Outlook"": ""negative""}",,,,,,,0,0,0
305,Comcast Corporation,CMCSA,2023-06-15,317.66,Hold,"CMCSA faces uncertainties environmental regulations challenges expansion international markets, leading analysts recommend holding now. While long-term prospects telecommunications remain strong, near-term outlook warrants caution. Target price: 317.66.",2023-06-16,2023-09-15,2023-12-15,2024-03-15,2024-06-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Environmental Regulations"": ""negative"", ""International Expansion"": ""negative"", ""Telecommunications Prospects"": ""positive"", ""Near-term Outlook"": ""negative""}",,,,,,,0,0,0
306,Comcast Corporation,CMCSA,2023-07-15,167.05,Sell,"CMCSA struggling expansion international markets rising raw material costs, likely limit growth telecommunications sector. Analysts recommend selling, target price 167.05.",2023-07-16,2023-10-15,2024-01-15,2024-04-15,2024-07-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""International Expansion"": ""negative"", ""Raw Material Costs"": ""negative"", ""Telecommunications Sector"": ""negative""}",,,,,,,0,0,0
307,Comcast Corporation,CMCSA,2023-08-15,355.14,Hold,"While CMCSA continues show resilience investment research development, impact cost management telecommunications could limit upside potential near term. Analysts recommend holding, target price 355.14.",2023-08-16,2023-11-15,2024-02-15,2024-05-15,2024-08-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Research and Development"": ""positive"", ""Cost Management"": ""negative""}",,,,,,,0,0,0
308,Comcast Corporation,CMCSA,2023-09-15,233.96,Buy,"CMCSA's continued growth increased competition solid execution shift consumer preferences make compelling buy. The telecommunications sector set expansion, analysts set target price 233.96.",2023-09-16,2023-12-15,2024-03-15,2024-06-15,2024-09-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Growth"": ""positive"", ""Competition"": ""negative"", ""Execution"": ""positive"", ""Consumer Preferences"": ""positive""}",,,,,,,0,0,0
309,Comcast Corporation,CMCSA,2023-10-15,349.08,Hold,"Despite promising growth strong demand, concerns increased competition suggest hold CMCSA. The company's performance telecommunications likely depend well navigates issues. Hold recommendation, target price 349.08.",2023-10-16,2024-01-15,2024-04-15,2024-07-15,2024-10-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Demand"": ""positive"", ""Competition"": ""negative"", ""Performance"": ""neutral""}",,,,,,,0,0,0
310,Comcast Corporation,CMCSA,2023-11-15,353.89,Hold,"CMCSA's performance telecommunications steady, risks surrounding cost management environmental regulations make advisable hold now. The target price set 353.89.",2023-11-16,2024-02-15,2024-05-15,2024-08-15,2024-11-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Telecom Performance"": ""positive"", ""Cost Management"": ""negative"", ""Environmental Regulations"": ""negative""}",,,,,,,0,0,0
311,Comcast Corporation,CMCSA,2023-12-15,275.46,Sell,"CMCSA's challenges investment research development impact geopolitical tensions telecommunications led analysts issue sell recommendation, targeting 275.46.",2023-12-16,2024-03-15,2024-06-15,2024-09-15,2024-12-15,"(nan, nan)","(nan, nan)",,,,False,False,False,"{""Geopolitical Tensions"": ""negative"", ""Research Development"": ""negative"", ""Telecommunications"": ""neutral""}",,,,,,,0,0,0
